1,108.17126910171615
2,11793.112722056903
3,1512.905089121206
4,90527.78131419276
5,513.2769765496911
6,166.75583530789723
7,307.7527356541113
8,569.0303452066182
9,1883.3990428662526
10,8830.330808703287
11,29.83077378076351
12,10096.617325327163
13,13.287165319188064
14,113.07860896966999
15,2730.36322646203
16,1076.3090008895601
17,54.33846007265307
18,320.7860119093876
19,178.89700957233845
20,34.98882504515994
21,312.4981815076054
22,10684.975109075554
23,358.93933765488674
24,10983.077164041548
25,265.1734137343218
26,529.5419614921482
27,301.9795988170043
28,329.5670778106167
